user_id	movie_id	reward
6010	1265	1
6010	34	1
5995	34	1
5995	1196	1
5995	260	1
6010	1197	1
5995	1097	1
5995	589	1
5995	541	1
5995	1240	1
5995	1214	1
5995	2571	1
5995	1200	1
5995	2916	1
5995	1127	1
5995	1580	1
5995	1210	1
5995	480	1
5995	858	1
5995	1221	1
5995	318	1
5995	1617	1
5995	50	1
5995	296	1
5995	1387	1
5994	1097	1
5994	480	1
5995	1198	1
5995	1197	1
5995	457	1
5995	110	1
5994	1387	1
5994	1196	1
5994	1198	1
5994	260	1
5994	457	1
5994	1197	1
5994	2571	1
5994	1200	1
5994	110	1
5994	2028	1
5994	1210	1
5994	589	1
5994	1240	1
5994	1214	1
6010	356	1
6010	1580	1
5994	2916	1
5994	1127	1
6010	1196	1
6010	1198	1
6010	2028	1
6010	858	1
6010	260	1
6010	1221	1
6010	1214	1
6010	1387	1
6010	110	1
6010	1240	1
6010	457	1
6010	2916	1
6010	1127	1
5994	780	1
6010	780	1
6013	2997	1
6013	2571	1
6013	2716	1
6013	527	1
6013	593	1
6013	318	1
6013	34	1
6010	919	1
6013	2858	1
5993	1270	1
5993	1197	1
5993	2762	1
5993	1214	1
5993	50	1
5993	919	1
5992	1198	1
5992	1197	1
5992	2858	1
5992	2355	1
5992	2716	1
5992	2762	1
5992	2396	1
5992	2987	1
5991	2355	1
5991	1198	1
5991	1197	1
5991	2396	1
5992	2571	1
5992	2028	1
5992	356	1
5990	1198	1
5990	1196	1
5990	1097	1
5990	1197	1
5990	1259	1
5990	2716	1
5990	2987	1
5990	1221	1
5990	858	1
5990	260	1
5990	2997	1
5990	2396	1
5996	858	1
5996	527	1
5996	919	1
5996	34	1
5996	1259	1
5996	110	1
5989	2396	1
5989	2858	1
5989	2355	1
5989	1265	1
5989	1	1
5989	2628	1
5988	1198	1
5988	356	1
5988	1197	1
5988	608	1
5988	318	1
5988	2858	1
5988	110	1
5988	593	1
6000	356	1
6000	608	1
6000	318	1
6000	50	1
6000	858	1
6000	1617	1
6000	2858	1
6000	2396	1
6000	1198	1
6000	527	1
6000	1270	1
6000	1	1
6000	919	1
6000	1197	1
6000	924	1
6000	1240	1
6000	2716	1
6000	589	1
6000	457	1
6000	2571	1
6000	1200	1
6000	2791	1
5987	593	1
5987	1210	1
6000	3175	1
5987	1580	1
5987	2997	1
5987	34	1
5987	1265	1
6000	780	1
6000	1580	1
5987	1617	1
5987	296	1
6000	2987	1
5987	527	1
5987	608	1
5987	858	1
5987	1221	1
5986	1221	1
5986	1197	1
5986	2858	1
5986	296	1
5986	1259	1
5986	1193	1
5986	2028	1
5986	2396	1
5986	1265	1
5984	260	1
5984	541	1
5984	1196	1
5984	2571	1
5984	1097	1
5984	1200	1
5984	1240	1
5984	1270	1
5984	1214	1
5984	1210	1
5984	480	1
5984	2916	1
5984	1580	1
5983	110	1
5983	1097	1
5983	1196	1
5983	924	1
5983	1240	1
5983	1270	1
5983	1200	1
5983	480	1
5983	589	1
5983	1127	1
5983	2628	1
5982	356	1
5982	1097	1
5982	858	1
5982	2028	1
5982	260	1
5982	110	1
5982	1196	1
5982	1198	1
5982	1214	1
5982	1197	1
5982	457	1
5982	1210	1
5982	589	1
5982	2571	1
5982	2916	1
5982	480	1
5982	1200	1
5982	2628	1
5982	1387	1
5982	780	1
5981	260	1
5981	858	1
5981	919	1
5981	1193	1
5981	34	1
5981	608	1
5981	924	1
5981	1097	1
5981	2355	1
5982	527	1
5982	50	1
5982	318	1
5982	608	1
5982	296	1
5982	1270	1
5982	1240	1
5982	34	1
5982	2396	1
5982	1259	1
5982	919	1
5982	593	1
5982	1617	1
5982	1	1
5982	1265	1
5979	2791	1
5980	2628	1
5980	1196	1
5979	2762	1
5979	1240	1
5980	858	1
5980	1221	1
5980	50	1
5980	1214	1
5980	919	1
5980	541	1
5980	1193	1
5996	541	1
5996	1196	1
5996	1270	1
5996	1200	1
5996	589	1
5996	1580	1
5996	480	1
5996	1127	1
5980	2762	1
5980	608	1
5980	527	1
5980	260	1
5980	593	1
5980	34	1
5980	1	1
5980	1240	1
5980	1200	1
5980	1270	1
5980	2791	1
5980	589	1
5980	1097	1
5980	2571	1
5980	1197	1
5980	1259	1
5980	3175	1
5977	593	1
5980	1210	1
5977	1221	1
5980	1580	1
5980	356	1
5980	480	1
5980	2916	1
5976	1193	1
5976	356	1
5976	296	1
5976	1259	1
5976	2762	1
5975	1193	1
5975	1210	1
5976	318	1
5976	608	1
5976	527	1
5975	50	1
5975	593	1
5975	2762	1
5975	1240	1
5976	34	1
5975	2571	1
5975	457	1
5975	589	1
5975	1200	1
5974	1198	1
5975	2858	1
5975	318	1
5975	527	1
5974	1617	1
5975	1196	1
5975	1097	1
5974	919	1
5975	919	1
5974	527	1
5975	34	1
5975	2355	1
5975	1198	1
5975	260	1
5974	858	1
5975	1259	1
5974	608	1
5974	296	1
5975	480	1
5975	1197	1
5974	318	1
5974	1193	1
5974	2858	1
5974	2028	1
5974	34	1
5974	1259	1
5974	1097	1
5974	110	1
5973	2762	1
5973	1240	1
5973	1270	1
5973	1200	1
5973	1214	1
5973	3175	1
5973	589	1
5973	1196	1
5973	924	1
5973	2571	1
5973	480	1
5973	2628	1
5973	1210	1
5973	1127	1
5973	2916	1
5973	780	1
5973	1580	1
5972	1193	1
5972	593	1
5972	260	1
5972	1198	1
5972	318	1
5972	110	1
5972	50	1
5972	608	1
5972	1196	1
5972	541	1
5996	593	1
5996	2762	1
5996	457	1
5996	2916	1
5971	1270	1
5971	2628	1
5971	2355	1
5971	2396	1
5972	1	1
6016	527	1
6016	318	1
6016	593	1
6016	1193	1
6016	924	1
5970	1198	1
5970	457	1
5970	2628	1
5970	593	1
5978	924	1
5978	858	1
5978	260	1
5978	1221	1
5978	1193	1
5978	1214	1
5978	541	1
5970	260	1
5970	1097	1
5970	924	1
5970	1270	1
5970	1200	1
5970	1127	1
5970	780	1
5978	1196	1
5978	1198	1
5978	318	1
5978	527	1
5978	1259	1
5978	1210	1
5978	1127	1
5968	858	1
5968	1196	1
5968	260	1
5968	2028	1
5968	1214	1
5968	1387	1
5968	589	1
5968	1240	1
5968	1197	1
5968	2571	1
5967	2028	1
5967	1193	1
5967	2628	1
5976	1198	1
5976	1196	1
5976	1097	1
5976	1197	1
5976	1200	1
5976	2791	1
5966	1097	1
5965	1193	1
5965	2858	1
5965	2997	1
5965	2355	1
6003	2028	1
6003	1196	1
6003	1200	1
6003	110	1
6003	356	1
6003	780	1
6003	1617	1
6003	50	1
6003	858	1
6003	608	1
6003	919	1
6003	260	1
6003	1198	1
6003	1580	1
6003	480	1
6003	1127	1
6003	1270	1
6003	2791	1
5964	1193	1
5964	2858	1
5964	527	1
5964	296	1
5964	34	1
5964	318	1
5964	919	1
5964	1387	1
5964	1214	1
5964	2396	1
5964	1198	1
5964	541	1
5964	1259	1
5964	924	1
5964	1200	1
5964	1270	1
5964	1240	1
5964	2791	1
5964	1097	1
5964	593	1
5964	608	1
5964	1196	1
5964	1617	1
5964	2987	1
5964	50	1
5964	260	1
5964	1197	1
5964	2571	1
5964	589	1
5964	1210	1
5964	480	1
5964	1580	1
5964	2916	1
5964	2628	1
5964	1	1
5964	2355	1
5964	2997	1
5964	2716	1
5964	1265	1
5964	3175	1
5964	356	1
5963	1617	1
5963	1198	1
5963	2987	1
5963	858	1
5963	1221	1
5963	1214	1
5963	1197	1
5963	1200	1
5963	2571	1
5963	50	1
5963	296	1
5963	608	1
5962	110	1
5963	1265	1
5962	2858	1
5963	2716	1
5962	1221	1
5962	858	1
5962	1193	1
5962	296	1
5962	1198	1
5962	260	1
5962	2028	1
5962	50	1
5962	1196	1
5962	541	1
5962	608	1
5963	2762	1
5963	780	1
5963	1580	1
5961	1617	1
5963	541	1
5961	3175	1
5961	480	1
5961	2916	1
5961	1580	1
5963	593	1
5963	1240	1
5961	2571	1
5961	457	1
5961	589	1
5961	780	1
5963	2916	1
5963	318	1
5963	110	1
5961	2396	1
5961	1265	1
5961	50	1
5961	608	1
5961	593	1
5961	2762	1
5960	2396	1
5960	1259	1
5960	1270	1
5960	2355	1
5977	858	1
5977	1193	1
5960	356	1
5977	260	1
5977	1387	1
5960	1197	1
5960	1265	1
5960	1580	1
5960	2791	1
5960	527	1
5960	593	1
5960	858	1
5960	919	1
5960	2028	1
5960	2716	1
6006	1197	1
5960	2987	1
6006	1097	1
6006	919	1
5959	858	1
5959	1196	1
5959	2396	1
5959	1	1
5958	924	1
5958	1193	1
5958	858	1
5958	541	1
5958	1198	1
5958	1240	1
5958	1259	1
5958	1097	1
5958	593	1
5958	527	1
5958	2571	1
5958	589	1
5958	110	1
5958	356	1
5958	480	1
5958	2028	1
5958	1214	1
5958	1387	1
5957	260	1
5957	1197	1
5957	1196	1
5957	1214	1
5957	110	1
5957	1210	1
5957	1200	1
5957	2571	1
5957	589	1
5957	1580	1
5957	2628	1
5957	924	1
5957	541	1
5957	1270	1
5957	1240	1
5957	480	1
5957	593	1
5957	1617	1
5957	2916	1
5957	2987	1
5957	527	1
5957	34	1
5957	2716	1
5956	1196	1
5956	480	1
5956	318	1
5956	858	1
5956	527	1
5956	2858	1
5956	1193	1
5956	593	1
5956	50	1
5956	2791	1
5956	1240	1
5956	1197	1
5956	1200	1
5956	2716	1
5956	1265	1
5956	1210	1
5956	356	1
5956	924	1
5956	2028	1
5956	1270	1
5956	1214	1
5956	457	1
5956	1097	1
5956	2571	1
5956	2997	1
5956	1127	1
5956	2987	1
5956	1580	1
5956	3175	1
5955	1198	1
5955	858	1
5955	3175	1
5955	2762	1
5955	1097	1
5955	260	1
5955	2571	1
5955	1197	1
5955	110	1
5955	1196	1
5955	1240	1
5955	1210	1
5955	589	1
5955	1221	1
5955	1387	1
5955	1214	1
5955	1200	1
5955	1580	1
5955	480	1
5955	1270	1
5955	924	1
5955	541	1
5955	1	1
5955	2396	1
5955	2791	1
5955	2355	1
5955	318	1
5955	50	1
5955	608	1
5955	593	1
5955	2997	1
5955	296	1
5955	1617	1
5954	1198	1
5954	1240	1
5954	2762	1
5954	541	1
5954	260	1
5954	1270	1
5954	1214	1
5954	1097	1
5954	1127	1
5954	2916	1
5954	1580	1
5954	480	1
5954	780	1
5963	589	1
5953	2628	1
5953	1097	1
5953	2762	1
5953	589	1
5953	2997	1
5953	1127	1
5953	2858	1
5953	593	1
5953	34	1
5953	1	1
5953	2571	1
5953	2396	1
5952	1221	1
5952	356	1
5953	457	1
5953	2355	1
5953	1580	1
5953	480	1
5953	780	1
5952	2628	1
5953	1210	1
5953	541	1
5953	1196	1
5953	260	1
5953	924	1
5953	1193	1
5952	541	1
5952	2987	1
5952	2396	1
5952	1197	1
5952	260	1
5952	1270	1
5952	1240	1
5952	1214	1
5952	1196	1
5952	2571	1
5952	589	1
5952	1580	1
5952	1198	1
5952	858	1
5952	457	1
5951	1196	1
5951	593	1
5951	1197	1
5951	260	1
5951	50	1
5951	1270	1
5951	608	1
5951	2716	1
5951	356	1
5951	1200	1
5951	858	1
5951	457	1
5951	1259	1
5951	1387	1
5951	1210	1
5951	2987	1
5951	2355	1
5950	1097	1
5950	1617	1
5950	1193	1
5950	858	1
5950	318	1
5950	593	1
5950	608	1
5950	260	1
5950	2028	1
5950	1200	1
5950	2791	1
5950	1198	1
5950	541	1
5950	296	1
5950	1387	1
5950	1240	1
5950	1265	1
5950	356	1
5950	480	1
5948	858	1
5947	1193	1
5948	919	1
5947	260	1
5947	1240	1
5948	1196	1
5947	541	1
5947	589	1
5947	1196	1
5947	1214	1
5947	1580	1
5947	480	1
5947	1127	1
5947	1210	1
5948	260	1
5946	480	1
5946	1259	1
5948	924	1
5948	1198	1
5948	1270	1
5946	2716	1
5946	2762	1
5946	2396	1
5946	2028	1
5946	457	1
5948	2716	1
5946	1265	1
5946	356	1
5945	1221	1
5945	858	1
5944	356	1
5945	1193	1
5943	2762	1
5943	260	1
5942	1270	1
5943	527	1
5943	593	1
5943	34	1
5943	318	1
5943	1	1
5942	2396	1
5942	356	1
5942	1265	1
5942	2858	1
5942	2997	1
5943	1097	1
5942	858	1
5942	1221	1
5942	608	1
5942	50	1
5942	296	1
5943	2396	1
5943	1259	1
5942	527	1
5942	2028	1
5942	589	1
5942	1617	1
5942	457	1
5941	1197	1
5942	2716	1
5942	919	1
5942	924	1
5942	1193	1
5942	1214	1
5942	593	1
5947	924	1
5947	1200	1
5947	1387	1
5947	2716	1
5940	2396	1
5939	1097	1
5938	260	1
5939	858	1
5939	527	1
5939	541	1
5938	2997	1
5939	593	1
5939	608	1
5938	1617	1
5939	924	1
5939	1198	1
5938	2858	1
5939	296	1
5939	1240	1
5939	1196	1
5939	50	1
5939	1259	1
5937	2628	1
5939	1197	1
5937	527	1
5939	457	1
5948	1265	1
5939	1270	1
5939	2997	1
5949	1617	1
5939	260	1
5936	593	1
5936	541	1
5937	541	1
5937	2762	1
5937	318	1
5937	608	1
5937	260	1
5936	1197	1
5937	2571	1
5937	593	1
5937	2716	1
5949	2997	1
5939	1214	1
5937	589	1
5936	110	1
5939	356	1
5937	1200	1
5939	1221	1
5937	1197	1
5937	1210	1
5936	527	1
5936	50	1
5937	1193	1
5939	2916	1
5936	2028	1
5936	1198	1
5948	2987	1
5936	1196	1
5936	858	1
5936	318	1
5936	260	1
5937	1265	1
5936	1240	1
5936	1214	1
5937	2355	1
5936	608	1
5936	1200	1
5937	1097	1
5936	296	1
5936	1387	1
5936	1221	1
5937	1127	1
5936	2791	1
5936	34	1
5949	2628	1
5941	50	1
5941	593	1
5941	457	1
5941	608	1
5941	589	1
5941	2762	1
5941	1617	1
5941	1240	1
5935	858	1
5935	1270	1
5935	318	1
5949	2858	1
5935	1265	1
5949	527	1
5949	1193	1
5949	2028	1
5935	1	1
5935	2355	1
5949	1214	1
5949	50	1
5934	858	1
5934	1221	1
5934	2858	1
5934	260	1
5934	1193	1
5934	527	1
5934	593	1
5934	296	1
5934	1617	1
5934	1196	1
5933	260	1
5933	1197	1
5933	1127	1
5933	2858	1
5933	2716	1
5933	2762	1
5933	2987	1
5932	2028	1
5932	457	1
5932	589	1
5932	2916	1
5932	480	1
5931	1270	1
5931	1210	1
5931	110	1
5931	1127	1
5931	2355	1
5931	1196	1
5931	1198	1
5931	260	1
5931	1259	1
5931	919	1
5931	1197	1
5931	2916	1
5931	480	1
5931	2987	1
5931	3175	1
5931	1580	1
5931	1265	1
5931	2396	1
5931	1	1
5931	2791	1
5931	2716	1
5931	1097	1
5931	2028	1
5931	1240	1
5931	1214	1
5931	1387	1
5931	589	1
5931	2571	1
5931	457	1
5930	1198	1
5930	2762	1
5930	3175	1
5930	1617	1
5930	34	1
5930	1265	1
5930	2396	1
5930	1	1
5930	1270	1
5930	1259	1
5930	1197	1
5930	2355	1
5930	356	1
5930	593	1
5930	608	1
5930	2571	1
5963	457	1
5963	480	1
5963	2396	1
5929	2716	1
5929	1387	1
5929	1214	1
5928	593	1
5928	2762	1
5928	1240	1
5928	589	1
5928	1127	1
5927	593	1
5927	1097	1
5927	318	1
5927	527	1
5927	2858	1
5927	2028	1
5927	608	1
5927	34	1
5927	260	1
5927	1387	1
5938	608	1
5938	1198	1
5938	2762	1
5938	2628	1
5938	1	1
5938	1196	1
5938	1214	1
5938	1240	1
5938	1197	1
5938	589	1
5938	2571	1
5938	1580	1
5938	1210	1
5926	1198	1
5926	260	1
5926	1221	1
5926	858	1
5926	1210	1
5926	457	1
5926	480	1
5926	1240	1
5926	1387	1
5926	1214	1
5926	589	1
5926	110	1
5927	2396	1
5927	2997	1
5927	1265	1
5925	1210	1
5925	2716	1
5925	2987	1
5925	858	1
5924	1210	1
5925	919	1
5924	1193	1
5925	34	1
5924	2762	1
5924	1198	1
5924	858	1
5924	1240	1
5924	260	1
5925	924	1
5924	1214	1
5924	1196	1
5924	110	1
5924	457	1
5925	1259	1
5924	1387	1
5924	2916	1
5924	2571	1
5924	480	1
5925	1196	1
5925	296	1
5924	1127	1
5925	1097	1
5924	2628	1
5925	1197	1
5925	1	1
5925	2791	1
5925	1270	1
5971	1	1
5971	34	1
5971	1265	1
5971	1197	1
5971	1580	1
5971	356	1
5972	2028	1
5972	527	1
5972	296	1
5972	1617	1
5972	919	1
5972	457	1
5972	1240	1
5972	1197	1
5972	1387	1
5972	34	1
5972	924	1
5972	1259	1
5972	2355	1
5972	356	1
5972	1097	1
5924	780	1
5948	1097	1
5925	260	1
5925	1198	1
5925	2916	1
5925	1580	1
5925	480	1
5923	480	1
5923	2762	1
5996	2987	1
5996	1197	1
5996	1265	1
5996	356	1
5996	780	1
5996	1198	1
5996	2571	1
5925	1200	1
5921	593	1
5921	2762	1
5921	2628	1
5921	1265	1
5921	2571	1
5921	2028	1
5921	1196	1
5921	260	1
5921	1198	1
5921	1221	1
5921	1210	1
5921	110	1
5921	858	1
5921	1	1
5921	296	1
5921	1387	1
5921	1214	1
5921	2716	1
5921	356	1
5921	1240	1
5921	1200	1
5921	589	1
5920	1193	1
5920	2762	1
5920	593	1
5920	318	1
5920	527	1
5920	2858	1
5920	608	1
5920	296	1
5920	1097	1
5920	2396	1
5920	356	1
5920	1270	1
5920	2791	1
5920	1197	1
5920	2716	1
5920	1265	1
5920	34	1
5920	260	1
5920	1198	1
5920	1196	1
5920	2028	1
5920	589	1
5920	1387	1
5920	2571	1
5920	919	1
5920	1259	1
5920	1210	1
5920	1	1
5919	1270	1
5919	2716	1
5918	2791	1
5918	480	1
5918	1270	1
5918	593	1
5918	1221	1
5971	318	1
5971	527	1
5918	608	1
5971	919	1
5971	1259	1
5918	1196	1
5918	1198	1
5971	1097	1
5971	1196	1
5956	2762	1
5917	1617	1
5917	260	1
5917	1198	1
5971	260	1
5971	1198	1
5917	1214	1
5917	1196	1
5971	457	1
5971	1210	1
5917	1197	1
5917	2571	1
5917	1200	1
5917	457	1
5917	589	1
5917	2916	1
5917	1580	1
5917	1127	1
5917	919	1
5917	3175	1
5917	1210	1
5917	2987	1
5917	480	1
5917	1097	1
5917	924	1
5917	1240	1
5917	780	1
5916	480	1
5916	1196	1
5916	858	1
5916	608	1
5916	1221	1
5916	593	1
5916	1193	1
5916	260	1
5916	1387	1
5916	2028	1
5916	1214	1
5916	919	1
5916	589	1
5916	1200	1
5916	34	1
5916	2762	1
5916	1270	1
5916	2716	1
5916	1259	1
5916	457	1
5916	2791	1
5916	2396	1
5916	1198	1
5916	1097	1
5916	2997	1
5916	1240	1
5916	1210	1
5916	780	1
5915	356	1
